order_id,customer_id,product_id,order_date,quantity
931,103,18,2026-01-25,3
932,129,10,2025-09-04,3
933,105,49,2026-08-02,3
934,232,7,2026-08-27,5
935,115,48,2026-08-31,5
936,200,16,2026-08-29,3
937,25,60,2026-01-06,4
938,214,51,2026-05-22,3
939,283,4,2026-08-27,3
940,104,40,2026-06-12,2
941,189,49,2026-06-22,5
942,101,50,2026-08-04,2
943,151,29,2026-07-09,1
944,96,12,2026-08-20,1
945,194,3,2026-05-23,3
946,285,17,2025-08-07,2
947,300,55,2026-04-04,1
948,170,30,2025-08-21,1
949,79,60,2026-07-24,5
950,27,50,2026-08-13,4
951,294,36,2026-08-24,1
952,163,34,2026-05-24,2
953,267,5,2026-08-30,2
954,213,35,2026-04-24,4
955,48,23,2025-10-23,2
956,170,22,2026-03-20,3
957,112,49,2026-08-30,5
958,244,36,2025-01-27,1
959,178,29,2026-06-13,5
960,125,3,2026-05-17,3
961,196,59,2026-07-18,1
962,198,17,2026-05-16,3
963,13,59,2026-06-06,3
964,264,52,2026-03-25,4
965,250,3,2026-06-24,2
966,165,33,2025-08-04,1
967,86,50,2026-07-02,5
968,4,41,2026-07-17,2
969,110,56,2026-08-23,4
970,54,14,2026-06-05,4
971,37,48,2026-08-07,2
972,13,30,2026-07-27,3
973,20,6,2025-10-03,1
974,92,51,2026-03-26,5
975,37,37,2026-04-12,3
976,209,25,2026-05-04,4
977,222,21,2025-09-14,4
978,61,35,2025-11-19,5
979,33,49,2026-04-26,1
980,184,60,2026-07-15,1
981,149,51,2026-08-23,5
982,45,19,2026-07-27,4
983,203,53,2026-08-30,4
984,81,35,2026-06-14,2
985,201,51,2026-08-01,5
986,152,41,2026-04-23,3
987,192,1,2026-08-14,5
988,73,8,2025-05-19,1
989,294,39,2026-08-25,5
990,281,6,2026-03-22,2
991,177,14,2026-08-20,5
992,73,11,2025-10-12,2
993,130,13,2025-06-13,2
994,291,55,2025-05-18,5
995,237,42,2026-04-13,1
996,149,43,2026-08-16,3
997,51,13,2026-08-29,3
998,183,9,2026-08-20,2
999,52,19,2026-01-02,2
1000,163,32,2026-07-22,3
1001,157,45,2026-03-06,2
1002,290,37,2026-07-13,3
1003,220,11,2026-08-13,3
1004,127,51,2025-09-01,4
1005,142,54,2026-03-28,2
1006,170,57,2026-07-20,4
1007,229,23,2026-07-03,4
1008,283,7,2026-08-28,5
1009,42,54,2026-07-05,2
1010,276,13,2025-12-19,1
1011,39,58,2025-03-09,5
1012,16,53,2026-05-10,5
1013,109,59,2025-11-06,5
1014,134,35,2026-08-05,2
1015,188,26,2025-11-07,5
1016,149,9,2026-08-28,5
1017,262,6,2026-08-23,3
1018,258,1,2025-09-16,5
1019,85,49,2026-07-17,2
1020,229,11,2026-05-31,5
1021,290,43,2026-06-15,4
1022,184,3,2026-06-09,4
1023,119,5,2025-11-19,3
1024,120,3,2026-08-28,2
1025,266,59,2026-05-18,4
1026,241,59,2026-04-25,1
1027,21,42,2026-03-26,1
1028,267,41,2026-08-22,3
1029,297,35,2026-04-22,2
1030,193,42,2026-03-27,3
1031,40,34,2025-10-19,4
1032,115,34,2026-08-15,3
1033,177,32,2026-08-24,5
1034,4,33,2026-07-21,4
1035,85,15,2026-05-22,5
1036,144,14,2025-07-14,2
1037,81,24,2026-05-19,2
1038,213,52,2026-01-09,1
1039,247,44,2026-08-26,4
1040,108,38,2025-08-24,4
1041,12,16,2026-01-02,2
1042,294,38,2026-08-18,2
1043,263,3,2026-08-28,5
1044,76,4,2025-08-14,3
1045,93,34,2026-08-28,5
1046,289,41,2025-11-17,3
1047,44,14,2026-08-01,5
1048,242,56,2026-08-22,2
1049,113,54,2025-11-13,5
1050,74,51,2026-08-14,2
1051,262,17,2026-08-16,3
1052,233,39,2026-07-08,1
1053,118,25,2026-04-13,2
1054,56,2,2026-06-07,5
1055,259,44,2026-04-21,2
1056,50,12,2026-05-19,5
1057,20,57,2026-05-26,5
1058,61,6,2026-07-20,2
1059,277,53,2025-06-27,4
1060,268,27,2025-12-08,1
1061,272,28,2026-02-26,4
1062,196,23,2026-05-26,5
1063,51,28,2026-07-15,3
1064,245,50,2025-12-12,1
1065,146,39,2026-07-14,5
1066,210,17,2025-08-01,1
1067,4,37,2026-08-15,1
1068,267,1,2026-08-26,2
1069,162,27,2026-08-22,1
1070,80,28,2026-08-22,5
1071,130,17,2026-06-27,5
1072,217,37,2026-03-26,5
1073,142,44,2026-04-06,2
1074,212,36,2026-06-20,2
1075,190,36,2026-03-17,4
1076,130,20,2026-02-05,3
1077,204,48,2026-04-19,1
1078,118,29,2025-12-19,1
1079,110,33,2026-08-05,3
1080,282,40,2026-08-19,1
1081,83,25,2026-08-17,1
1082,47,53,2025-06-01,4
1083,223,6,2025-12-07,3
1084,114,24,2025-06-08,5
1085,20,47,2026-03-11,4
1086,267,19,2026-08-15,2
1087,254,29,2025-08-15,2
1088,266,19,2026-04-05,1
1089,262,34,2026-08-18,5
1090,87,44,2026-02-02,3
1091,123,42,2026-03-29,2
1092,45,18,2026-07-07,3
1093,203,26,2026-08-30,5
1094,8,48,2026-07-18,1
1095,47,36,2025-10-22,5
1096,299,23,2026-03-21,3
1097,116,39,2026-01-23,4
1098,207,37,2026-04-12,3
1099,90,27,2026-03-30,1
1100,287,5,2026-07-26,3
1101,175,8,2026-05-02,3
1102,276,53,2025-12-06,4
1103,194,37,2026-06-06,2
1104,174,50,2026-04-20,4
1105,15,31,2026-05-15,3
1106,35,25,2026-08-12,2
1107,162,27,2026-08-22,5
1108,275,1,2026-07-29,3
1109,128,19,2026-02-01,4
1110,176,5,2026-08-24,2
1111,244,21,2026-01-15,2
1112,294,18,2026-08-18,2
1113,256,48,2025-10-28,2
1114,124,56,2025-10-08,2
1115,118,13,2026-02-02,5
1116,183,10,2025-11-04,1
1117,41,44,2026-07-24,5
1118,4,49,2026-08-16,1
1119,247,24,2026-08-28,3
1120,253,58,2026-08-28,5
1121,141,32,2026-01-14,5
1122,144,26,2025-08-20,5
1123,66,4,2026-05-10,4
1124,245,35,2025-08-31,5
1125,178,26,2026-05-27,4
1126,62,45,2026-05-30,4
1127,162,45,2026-08-17,1
1128,108,25,2025-06-23,3
1129,186,40,2026-03-01,2
1130,281,17,2026-02-15,3
1131,242,40,2026-08-13,3
1132,95,32,2026-07-29,2
1133,215,45,2026-08-04,3
1134,187,55,2026-07-03,3
1135,231,12,2026-08-11,2
1136,295,44,2026-01-28,1
1137,139,52,2025-12-20,5
1138,222,55,2026-03-20,2
1139,75,52,2026-04-04,4
1140,5,12,2026-06-24,4
1141,69,58,2026-08-30,5
1142,274,47,2025-09-20,4
1143,154,17,2026-02-19,5
1144,25,26,2025-08-14,2
1145,31,14,2026-08-30,3
1146,244,54,2025-04-26,4
1147,172,17,2026-05-01,3
1148,287,36,2026-03-22,3
1149,11,27,2025-12-13,3
1150,102,37,2026-07-20,5
1151,90,50,2025-12-06,3
1152,167,44,2026-05-17,4
1153,229,57,2026-05-06,4
1154,147,30,2026-01-31,2
1155,173,27,2026-07-27,5
1156,293,26,2025-06-16,1
1157,83,22,2026-07-22,3
1158,163,42,2026-06-11,3
1159,203,18,2026-08-31,3
1160,267,29,2026-08-27,2
1161,95,55,2026-06-07,2
1162,121,43,2025-09-18,1
1163,108,11,2026-04-22,1
1164,49,5,2026-07-02,5
1165,28,2,2026-06-20,5
1166,43,7,2025-10-07,5
1167,80,6,2026-08-23,4
1168,159,15,2026-08-13,3
1169,227,41,2026-04-08,2
1170,270,54,2026-04-15,1
1171,18,43,2026-03-13,3
1172,244,30,2026-07-25,3
1173,281,29,2025-12-25,5
1174,91,38,2026-06-11,5
1175,223,34,2026-08-05,3
1176,178,31,2026-08-29,2
1177,46,29,2026-06-08,3
1178,212,17,2025-07-20,3
1179,6,1,2025-08-23,3
1180,147,31,2026-08-18,1
1181,252,49,2026-03-18,3
1182,5,50,2026-06-27,3
1183,119,51,2025-03-01,5
1184,192,13,2026-08-05,5
1185,224,26,2025-10-25,2
1186,200,54,2026-06-22,2
1187,135,6,2026-04-16,2
1188,265,49,2026-08-15,5
1189,140,19,2026-06-14,5
1190,138,27,2026-06-04,1
1191,94,9,2026-08-04,1
1192,234,40,2026-07-31,3
1193,252,13,2025-12-28,1
1194,78,4,2026-06-12,1
1195,96,7,2025-12-25,3
1196,65,46,2026-04-15,1
1197,120,6,2026-04-17,1
1198,253,14,2026-07-24,4
1199,160,51,2026-08-16,3
1200,238,45,2026-07-20,1
1201,170,6,2025-08-12,1
1202,137,50,2026-06-16,1
1203,279,31,2026-05-20,2
1204,129,53,2026-02-15,1
1205,63,50,2026-06-10,4
1206,227,16,2026-03-15,2
1207,236,48,2025-05-06,5
1208,107,31,2026-04-16,3
1209,166,11,2026-08-31,1
1210,282,34,2025-10-29,3
1211,247,41,2026-08-23,2
1212,185,57,2026-04-09,2
1213,58,16,2026-07-22,4
1214,167,1,2025-11-22,3
1215,300,8,2026-06-15,2
1216,5,3,2026-08-04,4
1217,80,24,2026-03-31,2
1218,81,32,2026-05-12,5
1219,174,60,2025-03-08,1
1220,183,42,2025-11-28,5
1221,55,9,2026-08-19,2
1222,163,36,2026-06-25,4
1223,99,2,2026-03-03,3
1224,69,17,2026-06-16,4
1225,225,36,2026-05-29,5
1226,251,13,2026-07-02,2
1227,279,23,2026-06-07,4
1228,141,56,2026-08-15,5
1229,83,5,2026-08-10,2
1230,231,19,2026-08-27,3
1231,278,24,2026-04-12,1
1232,260,25,2026-01-29,1
1233,187,50,2026-04-11,3
1234,33,43,2026-08-30,4
1235,98,34,2026-08-28,4
1236,283,10,2026-08-31,3
1237,166,27,2026-07-23,1
1238,50,34,2026-07-05,1
1239,23,54,2026-08-27,2
1240,92,56,2025-12-04,2
1241,55,32,2026-08-10,1
1242,17,37,2026-06-19,4
1243,251,34,2026-07-31,5
1244,132,4,2025-12-20,2
1245,37,1,2026-04-07,4
1246,41,30,2025-05-08,3
1247,286,48,2026-05-14,3
1248,30,53,2026-08-13,3
1249,271,3,2026-07-31,1
1250,156,5,2026-04-13,5
1251,50,7,2026-07-22,2
1252,273,25,2026-08-12,2
1253,270,43,2026-05-05,5
1254,92,36,2026-08-30,4
1255,55,50,2026-08-24,5
1256,184,44,2026-07-09,4
1257,54,11,2025-12-04,5
1258,206,33,2026-04-20,2
1259,274,39,2025-11-24,3
1260,162,36,2026-08-22,3
1261,212,49,2026-04-27,3
1262,124,37,2026-07-22,2
1263,193,50,2025-11-20,3
1264,232,29,2026-07-02,1
1265,18,19,2025-03-29,5
1266,70,57,2026-06-20,1
1267,154,15,2025-08-25,3
1268,12,50,2026-05-01,5
1269,262,36,2026-08-29,5
1270,80,7,2026-03-18,4
1271,183,10,2025-11-20,3
1272,188,57,2025-12-04,2
1273,132,52,2025-11-16,1
1274,293,26,2025-11-12,1
1275,167,51,2026-05-03,2
1276,250,53,2026-05-04,5
1277,154,3,2026-05-17,5
1278,196,6,2026-07-14,1
1279,172,23,2026-08-26,4
1280,214,60,2026-08-24,1
1281,117,48,2025-12-23,4
1282,28,20,2026-08-24,1
1283,164,35,2026-05-23,2
1284,168,33,2026-07-15,2
1285,79,4,2026-08-16,4
1286,229,49,2026-08-23,1
1287,114,28,2025-09-24,4
1288,76,9,2026-02-04,1
1289,244,37,2025-03-09,5
1290,205,17,2025-08-18,4
1291,257,28,2026-07-22,2
1292,70,31,2026-07-23,2
1293,250,26,2026-05-30,5
1294,269,16,2026-01-14,1
1295,137,50,2026-06-21,3
1296,295,6,2025-11-29,4
1297,217,24,2026-03-17,2
1298,165,23,2026-04-23,1
1299,157,11,2025-11-06,5
1300,227,40,2026-04-13,4
1301,23,60,2026-07-27,2
1302,103,44,2026-05-14,2
1303,44,8,2026-08-20,1
1304,125,40,2025-08-16,3
1305,8,22,2026-07-13,1
1306,157,29,2026-01-07,1
1307,170,14,2025-10-18,2
1308,280,34,2026-01-05,5
1309,248,40,2026-07-30,1
1310,193,38,2026-08-26,1
1311,131,11,2026-03-08,3
1312,103,51,2026-03-22,1
1313,239,42,2025-10-18,1
1314,199,43,2026-06-16,3
1315,56,2,2026-06-19,4
1316,119,25,2026-07-27,1
1317,162,32,2026-08-30,5
1318,273,6,2026-08-11,2
1319,257,30,2026-05-28,1
1320,21,16,2026-07-10,3
1321,171,32,2026-08-25,2
1322,10,23,2026-05-29,3
1323,182,41,2026-06-09,2
1324,257,18,2026-07-31,1
1325,132,57,2025-12-31,1
1326,285,18,2025-09-25,2
1327,175,58,2026-03-02,2
1328,45,47,2026-06-28,5
1329,117,27,2026-04-20,5
1330,79,28,2026-07-23,5
1331,169,29,2026-08-26,2
1332,106,42,2026-07-13,5
1333,278,44,2025-07-29,2
1334,159,45,2026-08-28,5
1335,70,28,2026-08-19,2
1336,290,59,2026-06-17,3
1337,35,36,2026-08-05,2
1338,163,54,2026-05-05,1
1339,164,57,2026-03-06,4
1340,156,29,2026-08-26,3
1341,78,50,2025-12-17,1
1342,68,12,2025-02-28,5
1343,137,39,2026-07-08,5
1344,119,39,2025-10-17,2
1345,14,23,2026-01-28,4
1346,69,33,2026-08-27,4
1347,192,12,2026-08-03,4
1348,243,9,2026-05-23,2
1349,116,3,2026-05-13,1
1350,139,27,2025-12-13,2
1351,105,5,2026-08-11,4
1352,251,45,2026-02-28,4
1353,127,28,2025-12-04,1
1354,195,47,2026-04-15,4
1355,293,39,2025-05-13,5
1356,56,29,2026-07-10,1
1357,126,34,2026-08-28,4
1358,21,36,2026-04-28,5
1359,26,13,2026-07-02,4
1360,204,57,2026-05-31,3
1361,237,11,2026-02-07,3
1362,28,45,2026-08-20,2
1363,238,54,2026-06-13,4
1364,47,47,2026-05-31,1
1365,93,50,2026-08-31,5
1366,70,26,2026-07-04,3
1367,231,2,2026-07-17,4
1368,104,57,2026-06-24,1
1369,129,21,2026-07-24,2
1370,64,6,2025-10-16,4
1371,186,6,2026-07-15,4
1372,262,40,2026-08-16,4
1373,282,25,2025-09-19,2
1374,172,37,2026-07-16,2
1375,84,56,2025-11-13,2
1376,27,27,2026-08-13,3
1377,229,19,2026-06-01,1
1378,68,13,2025-02-05,5
1379,130,1,2025-12-06,4
1380,256,35,2025-07-20,5
1381,253,16,2026-07-16,5
1382,244,30,2026-03-13,4
1383,41,39,2025-03-13,2
1384,281,18,2026-08-30,5
1385,107,4,2026-01-01,2
1386,29,42,2026-01-25,1
1387,75,55,2026-03-05,5
1388,153,22,2026-01-18,1
1389,56,27,2026-06-04,2
1390,146,40,2026-03-26,5
1391,294,51,2026-08-30,2
1392,234,48,2026-07-08,1
1393,48,50,2025-12-02,3
1394,189,58,2026-03-07,1
1395,219,54,2026-01-27,1
1396,150,31,2025-07-02,1
1397,141,22,2026-07-09,4
1398,269,14,2025-12-28,5
1399,30,7,2026-07-21,5
1400,45,31,2026-05-11,4
1401,163,17,2026-08-10,5
1402,182,60,2026-05-18,5
1403,289,32,2026-08-01,4
1404,253,52,2026-07-14,5
1405,120,46,2026-05-23,2
1406,1,8,2025-05-07,4
1407,61,48,2026-03-02,5
1408,213,27,2025-08-16,3
1409,180,36,2026-08-21,2
1410,6,41,2025-10-29,3
1411,131,51,2026-03-10,3
1412,154,33,2026-02-13,3
1413,4,8,2026-08-25,3
1414,175,26,2026-08-18,5
1415,15,54,2026-05-30,2
1416,170,54,2026-02-25,4
1417,243,52,2026-05-07,2
1418,247,10,2026-08-29,4
1419,275,58,2026-01-23,4
1420,212,60,2025-04-09,5
1421,154,37,2026-05-14,3
1422,285,35,2025-06-11,2
1423,296,44,2026-06-08,3
1424,34,10,2025-10-13,1
1425,174,25,2026-07-07,2
1426,293,39,2026-05-07,2
1427,60,56,2026-08-26,3
1428,162,46,2026-08-17,3
1429,212,6,2026-07-04,2
1430,191,29,2026-05-17,2
1431,269,20,2025-12-10,1
1432,192,51,2026-07-12,2
1433,48,29,2026-03-18,1
1434,248,58,2026-08-22,2
1435,98,22,2026-08-22,5
1436,159,50,2026-08-16,2
1437,51,53,2026-07-14,2
1438,19,30,2026-03-08,5
1439,60,1,2026-07-26,1
1440,45,22,2026-08-11,1
1441,53,34,2026-05-22,3
1442,12,37,2026-05-19,2
1443,165,13,2025-09-29,3
1444,142,35,2026-03-17,4
1445,61,18,2026-01-31,2
1446,141,8,2025-10-20,5
1447,287,33,2026-01-02,2
1448,278,23,2026-07-19,3
1449,139,10,2026-08-17,3
1450,294,16,2026-08-18,1
1451,160,40,2026-08-06,5
1452,228,4,2026-04-22,1
1453,242,58,2026-07-26,1
1454,197,4,2026-03-28,4
1455,201,12,2026-06-14,5
1456,229,40,2026-07-16,3
1457,171,53,2026-08-19,5
1458,41,60,2026-06-26,5
1459,68,6,2026-05-27,1
1460,234,20,2026-08-04,4
1461,119,15,2025-07-19,5
1462,133,59,2026-02-02,4
1463,94,45,2026-08-09,3
1464,233,32,2025-09-24,1
1465,244,8,2026-01-12,4
1466,237,55,2025-10-01,3
1467,179,39,2026-07-14,5
1468,53,26,2026-06-17,1
1469,167,36,2026-07-27,1
1470,155,35,2026-07-07,4
1471,212,16,2025-10-18,5
1472,82,31,2026-07-06,1
1473,175,14,2026-08-03,5
1474,221,51,2026-03-02,5
1475,176,35,2026-07-15,2
1476,40,48,2026-06-12,5
1477,250,8,2026-08-06,3
1478,285,7,2026-07-27,4
1479,91,20,2026-04-20,1
1480,56,44,2026-08-25,5
1481,195,21,2026-05-31,1
1482,47,14,2025-05-26,5
1483,1,49,2025-07-09,2
1484,232,35,2026-06-05,4
1485,296,29,2026-05-22,2
1486,163,20,2026-08-21,3
1487,223,46,2026-04-30,1
1488,299,1,2026-05-28,5
1489,207,55,2026-05-13,3
1490,32,24,2026-08-05,1
1491,1,46,2026-02-05,3
1492,57,56,2025-09-30,1
1493,121,28,2026-08-31,4
1494,163,46,2026-07-04,4
1495,196,28,2026-05-15,2
1496,89,31,2026-04-14,2
1497,285,25,2026-08-07,3
1498,214,10,2025-10-31,2
1499,69,1,2026-06-20,1
1500,74,47,2026-07-20,4
1501,70,6,2026-05-30,4
1502,234,58,2026-07-24,5
1503,93,30,2026-08-30,4
1504,283,53,2026-08-30,4
1505,182,15,2026-05-25,4
1506,4,37,2026-08-13,2
1507,257,18,2026-04-20,5
1508,296,24,2026-05-01,1
1509,291,31,2026-04-05,1
1510,298,31,2026-08-15,1
1511,73,47,2026-01-18,4
1512,265,6,2026-07-10,5
1513,46,16,2026-07-20,1
1514,277,52,2026-04-19,3
1515,28,58,2026-05-23,5
1516,6,31,2026-07-14,5
1517,241,37,2026-02-21,4
1518,181,52,2026-06-16,3
1519,86,3,2026-08-11,5
1520,156,47,2026-07-11,3
1521,32,41,2026-07-26,5
1522,87,37,2026-02-06,3
1523,14,19,2026-08-24,1
1524,65,33,2025-04-10,3
1525,130,9,2026-02-25,3
1526,141,55,2026-02-21,1
1527,58,39,2026-05-24,5
1528,78,43,2026-04-28,3
1529,90,17,2026-08-18,2
1530,249,12,2026-08-20,1
1531,176,6,2026-07-03,5
1532,79,54,2026-08-04,4
1533,197,16,2026-08-22,4
1534,86,14,2026-07-12,3
1535,28,42,2026-04-13,1
1536,27,11,2026-08-23,4
1537,244,20,2026-05-20,5
1538,120,25,2026-08-31,4
1539,243,17,2026-05-21,5
1540,223,1,2026-04-01,4
1541,196,44,2026-03-17,5
1542,22,7,2026-08-31,5
1543,182,55,2026-06-26,5
1544,140,22,2025-12-02,3
1545,51,17,2026-08-17,4
1546,124,47,2025-07-28,5
1547,173,44,2026-08-26,2
1548,161,36,2025-10-26,1
1549,35,1,2026-08-24,1
1550,269,7,2026-08-28,4
1551,180,15,2026-07-07,3
1552,99,3,2025-03-06,5
1553,48,4,2026-05-02,2
1554,63,46,2026-05-08,1
1555,67,25,2025-09-07,1
1556,95,17,2026-07-12,4
1557,39,41,2026-05-28,3
1558,219,45,2026-07-27,3
1559,132,11,2026-07-20,1
1560,142,50,2026-01-10,4
1561,199,22,2026-05-20,3
1562,136,12,2025-12-02,1
1563,252,60,2025-10-27,5
1564,202,12,2026-08-11,4
1565,56,10,2026-07-21,4
1566,112,40,2026-07-28,4
1567,133,7,2025-03-02,1
1568,37,37,2026-08-18,3
1569,229,2,2026-08-21,2
1570,1,60,2025-05-14,4
1571,137,10,2026-07-25,3
1572,201,37,2025-06-20,5
1573,252,31,2026-02-25,4
1574,36,35,2026-08-25,1
1575,197,45,2026-07-07,1
1576,291,35,2026-03-26,3
1577,156,26,2026-03-03,1
1578,188,35,2026-03-07,1
1579,236,49,2025-11-22,2
1580,91,36,2025-04-10,4
1581,98,20,2026-08-29,4
1582,55,41,2026-08-26,3
1583,250,6,2026-07-31,2
1584,72,3,2026-05-24,1
1585,123,32,2026-07-06,1
1586,277,42,2025-12-01,4
1587,274,54,2026-06-01,4
1588,9,3,2026-06-30,1
1589,173,51,2025-09-28,4
1590,61,14,2026-08-10,4
1591,275,10,2026-08-19,5
1592,120,60,2026-03-28,1
1593,73,32,2025-04-26,4
1594,24,16,2026-08-29,2
1595,8,12,2026-06-11,1
1596,158,53,2026-08-15,1
1597,234,40,2026-05-20,5
1598,33,53,2026-05-12,1
1599,255,39,2026-08-31,2
1600,33,52,2026-06-05,4
1601,173,52,2026-08-20,4
1602,167,8,2026-08-14,5
1603,280,9,2026-02-06,2
1604,24,38,2025-12-28,3
1605,33,8,2026-06-24,2
1606,213,11,2026-07-15,3
1607,284,11,2025-12-08,2
1608,298,3,2026-06-05,1
1609,193,50,2025-08-13,1
1610,250,6,2026-04-11,1
1611,92,60,2026-01-02,5
1612,146,27,2026-04-12,4
1613,65,14,2025-06-17,3
1614,268,29,2025-12-29,2
1615,90,40,2026-07-03,1
1616,93,46,2026-08-29,5
1617,46,41,2026-06-07,3
1618,215,1,2026-07-10,2
1619,99,8,2026-08-06,1
1620,186,56,2026-07-23,5
1621,113,30,2026-05-16,2
1622,142,4,2026-02-13,1
1623,77,44,2026-06-18,4
1624,91,11,2025-04-14,1
1625,187,19,2026-03-27,4
1626,129,22,2026-06-15,4
1627,23,7,2026-07-07,1
1628,276,12,2025-09-02,1
1629,249,33,2026-07-25,1
1630,121,47,2026-04-04,5
1631,297,21,2026-02-04,2
1632,167,15,2025-10-24,3
1633,117,7,2026-04-18,4
1634,103,25,2026-02-24,1
1635,242,38,2026-08-23,1
1636,224,10,2025-09-21,5
1637,233,12,2026-03-26,3
1638,70,30,2026-08-13,2
1639,184,18,2026-06-06,3
1640,66,3,2026-08-03,5
1641,31,18,2026-08-08,1
1642,239,30,2026-05-16,2
1643,176,15,2026-07-22,5
1644,81,51,2026-06-01,5
1645,284,55,2025-08-23,1
1646,211,55,2026-05-12,4
1647,111,38,2026-08-25,4
1648,143,1,2026-08-19,4
1649,127,16,2025-10-25,4
1650,297,15,2026-05-03,2
1651,294,58,2026-08-13,4
1652,23,3,2026-04-29,5
1653,18,28,2026-04-20,4
1654,51,29,2026-08-30,2
1655,43,36,2025-01-24,4
1656,112,9,2026-08-13,3
1657,123,42,2026-04-21,1
1658,246,43,2026-02-10,2
1659,236,55,2025-02-23,4
1660,238,50,2026-02-03,4
1661,95,51,2026-07-22,4
1662,1,56,2026-03-12,1
1663,198,58,2026-08-01,3
1664,272,3,2026-04-01,4
1665,139,45,2026-07-01,5
1666,295,51,2026-01-17,1
1667,172,48,2026-02-12,5
1668,187,57,2026-01-05,1
1669,197,24,2026-07-03,5
1670,21,24,2026-04-17,2
1671,287,46,2025-12-15,5
1672,105,9,2026-08-21,2
1673,277,8,2026-05-25,4
1674,298,56,2026-08-16,2
1675,116,21,2026-04-14,3
1676,258,44,2026-03-24,3
1677,28,5,2026-06-07,3
1678,232,32,2026-07-29,5
1679,63,31,2026-08-22,5
1680,150,29,2026-02-26,1
1681,97,58,2026-04-20,1
1682,42,26,2026-06-09,3
1683,40,7,2025-09-05,3
1684,58,45,2026-05-20,4
1685,78,56,2025-12-25,5
1686,12,19,2026-07-12,5
1687,68,31,2026-01-23,4
1688,228,48,2026-03-25,3
1689,97,5,2025-09-09,2
1690,267,42,2026-08-24,4
1691,297,22,2026-06-05,3
1692,249,38,2026-08-29,5
1693,281,29,2026-06-08,3
1694,291,9,2026-01-31,2
1695,134,15,2026-08-11,3
1696,148,50,2026-06-14,2
1697,181,19,2026-07-27,2
1698,83,46,2026-08-11,3
1699,94,12,2026-07-17,2
1700,122,8,2025-10-17,3
1701,295,9,2026-05-16,3
1702,190,12,2025-09-19,5
1703,18,43,2026-01-31,3
1704,76,24,2026-05-30,5
1705,84,35,2026-02-01,1
1706,13,26,2026-06-01,2
1707,235,60,2026-08-17,2
1708,3,48,2026-02-26,5
1709,170,42,2026-01-12,4
1710,149,49,2026-08-18,5
1711,227,22,2026-08-30,1
1712,246,58,2025-09-27,2
1713,283,8,2026-08-29,1
1714,206,40,2026-08-27,2
1715,229,23,2026-05-09,3
1716,29,39,2025-08-20,5
1717,270,15,2026-05-13,2
1718,12,6,2026-07-27,1
1719,263,26,2026-05-30,4
1720,163,39,2026-08-30,5
1721,29,59,2026-02-06,4
1722,76,46,2026-05-08,3
1723,198,24,2025-08-19,3
1724,177,23,2026-08-13,4
1725,288,6,2025-08-26,4
1726,213,52,2026-03-07,3
1727,84,52,2026-04-05,4
1728,72,54,2026-07-14,5
1729,45,10,2026-03-31,3
1730,244,56,2026-07-09,3
1731,34,60,2026-03-21,4
1732,46,1,2026-07-04,3
1733,213,12,2026-05-04,4
1734,291,49,2025-08-11,2
1735,96,54,2026-04-06,3
1736,284,32,2025-05-19,3
1737,300,20,2026-08-04,5
1738,238,15,2026-01-05,1
1739,79,17,2026-07-23,4
1740,64,42,2026-07-25,3
1741,214,12,2026-02-12,2
1742,15,8,2026-06-25,4
1743,35,39,2026-08-21,5
1744,247,37,2026-08-25,3
1745,244,45,2025-05-20,3
1746,263,47,2026-07-18,1
1747,133,11,2025-03-26,2
1748,164,30,2026-07-27,2
1749,183,11,2025-10-08,3
1750,185,27,2026-06-26,1
1751,149,19,2026-08-30,1
1752,264,13,2026-08-04,2
1753,49,39,2026-01-26,5
1754,166,56,2026-07-22,3
1755,139,44,2026-08-14,3
1756,50,35,2026-06-15,3
1757,74,1,2026-04-22,5
1758,145,24,2026-08-30,4
1759,211,22,2025-11-09,1
1760,112,10,2026-08-23,2
1761,97,51,2026-06-11,5
1762,270,55,2026-07-17,5
1763,59,27,2026-08-22,1
1764,60,53,2026-07-15,1
1765,246,23,2026-02-13,3
1766,72,53,2026-06-25,5
1767,268,49,2025-11-24,2
1768,156,2,2026-08-26,1
1769,114,9,2026-07-11,2
1770,117,20,2026-02-20,2
1771,67,6,2026-05-11,1
1772,40,2,2026-07-14,4
1773,221,3,2025-10-31,1
1774,17,51,2026-06-23,5
1775,31,31,2026-08-07,3
1776,23,5,2026-03-17,1
1777,50,51,2026-02-18,5
1778,106,38,2026-08-31,2
1779,95,43,2026-07-19,1
1780,47,10,2025-10-15,5
1781,179,23,2026-07-18,5
1782,124,33,2026-08-16,1
1783,51,53,2026-06-29,5
1784,112,46,2026-08-03,3
1785,88,58,2026-07-01,1
1786,51,60,2026-07-25,5
1787,244,24,2025-07-26,4
1788,55,12,2026-08-30,3
1789,195,28,2026-03-20,5
1790,117,27,2026-02-13,3
1791,64,30,2025-10-14,5
1792,70,32,2026-08-18,3
1793,148,36,2026-06-13,1
1794,168,32,2025-09-20,4
1795,146,30,2026-02-23,3
1796,228,15,2026-08-08,4
1797,149,55,2026-08-27,2
1798,36,58,2026-08-29,3
1799,92,1,2026-07-27,1
1800,203,29,2026-08-30,1
1801,74,26,2026-06-28,5
1802,53,48,2026-08-11,2
1803,34,24,2025-09-01,3
1804,103,39,2026-05-29,1
1805,120,54,2026-06-26,4
1806,143,49,2026-08-18,5
1807,140,49,2026-08-25,4
1808,183,31,2026-08-18,5
